;Preco;Marca;Nome;Modelo;Km;Ano;Estado;Regiao;Loja
1244;78.990;Ford;Ecosport;Freestyle 1.6;65.000;2016;SC;Brusque;Vazio
1245;69.900;Ford;Fiesta;Se Titanium;75.500;2017;SC;Brusque;Vazio
1246;89.800;Chevrolet;Onix;10tat Pr1;29.000;2020;SC;Itajaí;Vazio
1247;63.990;Hyundai;Hb20;Unique 1.0 Completo Flex;33.462;2019;SC;Brusque;Vazio
1248;61.900;Volkswagen;Up!;Up Move Mcv;108.000;2019;SC;Ituporanga;Vazio
1249;72.999;Fiat;Fiorino;Working Hard 1.4 Flex;29.000;2018;SC;Florianópolis;Vazio
1250;58.390;Volkswagen;Voyage;1.6 Msi Totalflex 4p Manual;80.919;2020;SC;Campinas - São José;Localiza Seminovos
1251;69.900;Citroën;C4;Lounge 1.6 Origine 16v Turbo Flex 4p Automático;40.000;2017;SC;Balneário Piçarras;Vazio
1252;68.990;Chevrolet;Onix;Joy 1.0;9.000;2020;SC;Brusque;Vazio
1253;89.900;Honda;City;1.5 Flex;35.000;2017;SC;Brusque;Vazio
1254;67.900;Volkswagen;Saveiro;Robust 1.6;65.031;2019;SC;Brusque;Vazio
1255;58.900;Chevrolet;Onix;1.0 Mpfi Lt 8v Flex 4p Manual;70.000;2019;SC;Areias - São José;Vazio
1256;88.990;Honda;Hr-v;Lx 1.8 Flexone 16v 5p Aut.;69.023;2016;SC;Palhoça;Vazio
1257;77.990;Chevrolet;Tracker;Ltz 1.8 16v Flex 4x2 Aut.;41.793;2015;SC;Palhoça;Vazio
1258;85.900;Fiat;Strada;1.4 Fire Flex Endurance Cs Manual;44.000;2021;SC;Areias - São José;Vazio
1259;58.890;Chevrolet;Joy;Plus 1.0 Eco Sedan;53.297;2020;SC;Jaraguá do Sul;Vazio
1260;62.890;Fiat;Argo;Drive 1.0;72.143;2020;SC;São José;Vazio
1261;61.890;Volkswagen;Up!;Cross 1.0;46.600;2017;SC;São José;Vazio
1262;63.890;Volkswagen;Gol;1.6 Msi 8v;21.790;2021;SC;São José;Vazio
1263;69.890;Ford;Ecosport;Se 1.6 Aut.;60.000;2017;SC;São José;Vazio
1264;87.890;Hyundai;Elantra;2.0 16v Flex Aut.;65.684;2017;SC;São José;Vazio
1265;65.900;Chevrolet;Prisma;Joy 1.0;85.500;2019;SC;Brusque;Vazio
1266;62.990;Volkswagen;Voyage;Cl 1.6;135.000;2018;SC;Brusque;Vazio
1267;64.990;Ford;Ka;1.0 Freestyle;58.300;2020;SC;Brusque;Vazio
1268;55.900;Hyundai;Hb20;Comfort 1.0;111.000;2015;SC;Brusque;Vazio
1269;63.990;Hyundai;Hb20;Unique 1.0;53.000;2019;SC;Brusque;Vazio
1270;79.900;Hyundai;Hb20s;1.6;70.000;2018;SC;Brusque;Vazio
1271;71.900;Chevrolet;Spin;Ltz 1.8 7 Lugares;68.000;2016;SC;Brusque;Vazio
1272;59.990;Ford;Ka;Sedan Se 1.0;39.000;2020;SC;Brusque;Vazio
1273;73.990;Chevrolet;Onix;Lt 1.0 Turbo;130.000;2020;SC;Brusque;Vazio
1274;73.999;Hyundai;Hb20s;1.6 Confort Plus Automatico;65.500;2019;SC;Florianópolis;Vazio
1275;69.770;Fiat;Strada;Fiat Strada Hard Working 1.4 (flex) (cabine Simples);24.117;2020;SC;Itoupava Norte - Blumenau;Vazio
1276;61.990;Hyundai;Hb20;1.0 Unique 12v Flex 4p Manual;28.500;2019;SC;Tubarão;Vazio
1277;72.990;Volkswagen;Polo;1.6 Msi Total Flex Manual;43.000;2018;SC;Tubarão;Vazio
1278;59.800;Hyundai;Hb20;1.6a Prem;59.000;2015;SC;Itajaí;Vazio
1279;78.900;Chevrolet;Tracker;Ltz At;98.800;2015;SC;Rio do Sul;Vazio
1280;70.000;Hyundai;Ix35;2.0 Gls 2wd Flex Aut. 5p;1.567.479;2015;SC;Santo Amaro da Imperatriz;Vazio
1281;65.000;Mitsubishi;Outlander;2.0 5p;15.436.543;2015;SC;Santo Amaro da Imperatriz;Vazio
1282;70.000;Honda;Wr-v;1.5 Ex Flex Aut. 5p;16.541.652;2019;SC;Santo Amaro da Imperatriz;Vazio
1283;60.000;Suzuki;Jimny;1.3 4sport 3p;123.154.623;2016;SC;Santo Amaro da Imperatriz;Vazio
1284;80.000;Honda;Hr-v;1.8 Ex Flex Aut. 5p;145.673.546;2016;SC;Santo Amaro da Imperatriz;Vazio
1285;60.000;Lifan;X60;1.8l Vvt;256.434.576;2015;SC;Santo Amaro da Imperatriz;Vazio
1286;79.900;Jeep;Renegade;1.8 16v;50.000;2016;SC;Boehmerwald - Joinville;Vazio
1287;58.900;Chevrolet;Onix;1.4 8v;85.000;2017;SC;Boehmerwald - Joinville;Vazio
1288;55.990;Ford;Ka;Ford Ka 1.0 2018/2019;35.000;2019;SC;Santa Mônica - Florianópolis;Vazio
1289;68.899;Renault;Duster;Dynamique 1.6;69.700;2018;SC;São José;Vazio
